Learner_ID,Learner_Segment,Current_Plan,Current_Fee,Completion_Rate,Weekly_Hours,Last_Login_Days,Renewed_Last_Cycle,Recommended_Action,Recommended_Discount_Pct,Reason
L00842,Certification Seeker,Standard,599,0.7,4.8,14,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (70.0% completion, 4.8 hrs/week) - no action needed yet"
L00843,Working Professional,Premium,1499,0.8,4.1,6,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00844,Casual Learner,Standard,599,0,2.3,33,N,Low-Intent Discount User - No Further Discount,0,"Coupon user with low 0.0% completion - signals low intent, not price sensitivity"
L00845,Working Professional,Standard,599,0.5,7.5,3,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00846,College Student,Premium,1499,0.6,4.9,9,Y,Verify Extended Student Eligibility,0,Age 19 on Premium - confirm still eligible for extended student pricing
L00847,Casual Learner,Standard,599,0.5,3.2,60,N,Renewal Reminder,0,No login in 60 days
L00848,Working Professional,Standard,599,0.57,5.6,4,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (57.0% completion, 5.6 hrs/week) - no action needed yet"
L00849,College Student,Standard,599,0.5,8.7,34,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00850,Casual Learner,Basic,299,0.43,2.6,29,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00851,Power Learner,Pro,999,1,13.4,3,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L00852,College Student,Pro,999,0.55,6.7,34,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00853,College Student,Basic,299,0.5,8.6,8,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00854,College Student,Standard,599,0.71,3,7,Y,Student Discount (15%),15,College Student with strong 71.0% completion - budget-sensitive segment
L00855,Working Professional,Pro,999,0.83,4.6,16,Y,Recommend Premium (Power Usage),0,Completed 10 courses - power usage on a non-Premium plan
L00856,Working Professional,Standard,599,0.67,9.9,11,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00857,Working Professional,Premium,1499,1,6.6,7,Y,Recommend Premium,0,Working Professional averaging 6.6 hrs/week with 100.0% completion
L00858,Power Learner,Pro,999,1,11.8,1,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L00859,College Student,Standard,599,0.75,4.9,33,N,Offer Loyalty Discount (10%),10,"Engaged (75.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L00860,College Student,Basic,299,0.46,6.4,39,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00861,College Student,Standard,599,0.33,5.7,6,N,Low-Intent Discount User - No Further Discount,0,"Coupon user with low 33.0% completion - signals low intent, not price sensitivity"
L00862,Working Professional,Standard,599,0.67,8.9,9,Y,Recommend Premium (Power Usage),10,Completed 10 courses - power usage on a non-Premium plan
L00863,Working Professional,Pro,999,0.67,5.2,16,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 10 months with consistent renewals
L00864,Working Professional,Standard,599,0.75,8.4,10,Y,Recommend Premium,0,Working Professional averaging 8.4 hrs/week with 75.0% completion
L00865,Working Professional,Pro,999,0.55,7.8,5,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00866,Career Switcher,Pro,999,0.67,7.8,14,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00867,Certification Seeker,Pro,999,1,6.3,24,N,Recommend Pro (Certification Value),10,Certification Seeker with 100.0% completion - values credentialing
L00868,College Student,Basic,299,0.56,4.1,19,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (56.0% completion, 4.1 hrs/week) - no action needed yet"
L00869,Power Learner,Premium,1499,0.85,17.8,2,Y,Recommend Premium,0,Power Learner with 85.0% completion rate
L00870,Casual Learner,Basic,299,0.38,1.1,48,N,Renewal Reminder,0,No login in 48 days
L00871,Power Learner,Premium,1499,0.8,18.9,2,N,Recommend Annual Plan,10,Power Learner active for 7 months - strong annual-plan candidate
L00872,Career Switcher,Standard,599,0.73,10.8,12,N,Recommend Pro,10,Career Switcher investing 10.8 hrs/week - high intent to reskill
L00873,College Student,Basic,299,0.33,6.1,9,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00874,Career Switcher,Standard,599,0.53,7.1,14,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00875,College Student,Basic,299,0.5,8.1,18,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00876,Career Switcher,Pro,999,0.67,10.9,8,Y,Recommend Pro,0,Career Switcher investing 10.9 hrs/week - high intent to reskill
L00877,College Student,Basic,299,0.57,6.7,31,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00878,Career Switcher,Standard,599,0.75,7.5,13,N,Offer Loyalty Discount (10%),10,"Engaged (75.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L00879,Career Switcher,Pro,999,0.67,6.5,0,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00880,College Student,Premium,1499,0.55,3.9,20,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (55.0% completion, 3.9 hrs/week) - no action needed yet"
L00881,Casual Learner,Standard,599,0.2,1.7,49,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00882,Career Switcher,Premium,1499,0.67,7.5,11,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00883,Certification Seeker,Standard,599,0.8,3.4,2,Y,Recommend Premium (Power Usage),0,Completed 12 courses - power usage on a non-Premium plan
L00884,Working Professional,Premium,1499,0.5,9.1,19,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00885,College Student,Standard,599,0.54,8.9,14,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00886,Working Professional,Standard,599,0.83,7.5,8,Y,Recommend Premium,10,Working Professional averaging 7.5 hrs/week with 83.0% completion
L00887,Certification Seeker,Basic,299,0.67,3.7,25,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 3.7 hrs/week) - no action needed yet"
L00888,Certification Seeker,Standard,599,0.7,7.2,19,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00889,Career Switcher,Premium,1499,0.8,5.4,2,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00890,Casual Learner,Standard,599,0.2,2.4,58,N,Renewal Reminder,0,No login in 58 days
L00891,Power Learner,Premium,1499,1,17.1,0,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L00892,College Student,Basic,299,0.43,7.1,5,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00893,Working Professional,Standard,599,0.6,8.2,15,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00894,Career Switcher,Pro,999,0.5,11.2,1,Y,Recommend Pro,0,Career Switcher investing 11.2 hrs/week - high intent to reskill
L00895,Working Professional,Premium,1499,0.67,5.1,5,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 5.1 hrs/week) - no action needed yet"
L00896,Certification Seeker,Basic,299,0.87,7.7,25,Y,Recommend Premium (Power Usage),0,Completed 13 courses - power usage on a non-Premium plan
L00897,College Student,Standard,599,0.69,8.4,35,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00898,College Student,Basic,299,0.44,8.4,37,Y,Do Not Extend Discount Next Cycle,0,Received 23% discount but only 44.0% completion - discount not driving engagement
L00899,College Student,Basic,299,0.44,2.6,31,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00900,Casual Learner,Pro,999,0.17,3.6,89,N,High Churn Risk - Win-Back Offer,20,Inactive for 89 days and did not renew last cycle
L00901,Working Professional,Pro,999,0.78,9.2,16,Y,Recommend Premium,10,Working Professional averaging 9.2 hrs/week with 78.0% completion
L00902,Power Learner,Premium,1499,0.71,12.1,0,Y,Recommend Annual Plan,0,Power Learner active for 8 months - strong annual-plan candidate
L00903,College Student,Standard,599,0.4,8.4,2,Y,Do Not Extend Discount Next Cycle,0,Received 23% discount but only 40.0% completion - discount not driving engagement
L00904,Certification Seeker,Standard,599,0.7,4.9,24,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (70.0% completion, 4.9 hrs/week) - no action needed yet"
L00905,Casual Learner,Basic,299,0.17,0.7,61,N,CS Outreach Before Upsell,20,High support ticket volume (3) needs resolution first
L00906,Working Professional,Pro,999,0.75,8.9,2,Y,Recommend Premium,0,Working Professional averaging 8.9 hrs/week with 75.0% completion
L00907,College Student,Basic,299,0.62,7.6,27,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00908,Working Professional,Basic,299,0.83,9.7,8,Y,Recommend Premium,0,Working Professional averaging 9.7 hrs/week with 83.0% completion
L00909,Power Learner,Pro,999,1,13.4,0,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L00910,Power Learner,Premium,1499,1,10.2,2,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L00911,Career Switcher,Premium,1499,0.5,5.2,2,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 5.2 hrs/week) - no action needed yet"
L00912,Working Professional,Pro,999,0.67,9.9,15,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00913,Career Switcher,Premium,1499,0.5,10.2,9,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00914,Career Switcher,Premium,1499,0.67,10.1,12,Y,Recommend Pro,0,Career Switcher investing 10.1 hrs/week - high intent to reskill
L00915,College Student,Pro,999,0.67,6.6,23,Y,Verify Extended Student Eligibility,0,Age 19 on Pro - confirm still eligible for extended student pricing
L00916,College Student,Standard,599,0.25,4.1,26,Y,CS Outreach Before Upsell,0,High support ticket volume (5) needs resolution first
L00917,Power Learner,Premium,1499,0.9,12.7,1,Y,Recommend Premium,0,Power Learner with 90.0% completion rate
L00918,Working Professional,Standard,599,1,7.2,3,Y,Recommend Premium,10,Working Professional averaging 7.2 hrs/week with 100.0% completion
L00919,Working Professional,Premium,1499,0.8,9,19,Y,Recommend Premium,0,Working Professional averaging 9 hrs/week with 80.0% completion
L00920,College Student,Pro,999,0.71,3.1,34,N,Offer Loyalty Discount (10%),10,"Engaged (71.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L00921,Certification Seeker,Basic,299,0.67,3.7,15,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00922,College Student,Pro,999,0.4,8.2,11,N,Verify Extended Student Eligibility,0,Age 18 on Pro - confirm still eligible for extended student pricing
L00923,Casual Learner,Basic,299,0.3,1.7,22,N,Low-Intent Discount User - No Further Discount,0,"Coupon user with low 30.0% completion - signals low intent, not price sensitivity"
L00924,Power Learner,Premium,1499,0.86,16.5,2,Y,Recommend Premium,0,Power Learner with 86.0% completion rate
L00925,Working Professional,Pro,999,1,5.8,15,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00926,Casual Learner,Standard,599,0.25,3.8,53,N,Renewal Reminder,0,No login in 53 days
L00927,Certification Seeker,Pro,999,0.6,4.2,11,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (60.0% completion, 4.2 hrs/week) - no action needed yet"
L00928,College Student,Standard,599,1,6.4,6,Y,Recommend Upgrade to Pro,15,On Standard but completing 100.0% at 6.4 hrs/week - outgrowing current plan
L00929,Casual Learner,Standard,599,0.27,1.2,30,N,CS Outreach Before Upsell,0,High support ticket volume (4) needs resolution first
L00930,College Student,Basic,299,0.44,2.6,16,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00931,College Student,Basic,299,0.55,7.9,38,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00932,Career Switcher,Basic,299,0.54,8.5,13,N,Recommend Pro,0,Career Switcher investing 8.5 hrs/week - high intent to reskill
L00933,Career Switcher,Pro,999,0.67,9.7,8,Y,Recommend Pro,0,Career Switcher investing 9.7 hrs/week - high intent to reskill
L00934,Casual Learner,Basic,299,0.25,0.6,72,N,CS Outreach Before Upsell,20,High support ticket volume (4) needs resolution first
L00935,Working Professional,Standard,599,0.82,9.2,12,Y,Recommend Premium,0,Working Professional averaging 9.2 hrs/week with 82.0% completion
L00936,Power Learner,Pro,999,1,12.7,0,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L00937,Career Switcher,Premium,1499,0.5,8.4,1,Y,Recommend Pro,0,Career Switcher investing 8.4 hrs/week - high intent to reskill
L00938,Working Professional,Pro,999,0.6,7.8,20,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00939,Working Professional,Pro,999,0.75,4.4,11,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00940,Certification Seeker,Pro,999,0.8,6.5,10,N,Offer Loyalty Discount (10%),10,"Engaged (80.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L00941,College Student,Basic,299,0.44,4.7,39,N,Do Not Extend Discount Next Cycle,0,Received 22% discount but only 44.0% completion - discount not driving engagement
L00942,Casual Learner,Basic,299,0.21,2.2,20,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00943,Working Professional,Pro,999,0.75,5.1,9,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 11 months with consistent renewals
L00944,Working Professional,Standard,599,0.69,4.2,2,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00945,Career Switcher,Premium,1499,0.6,6.9,14,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00946,Career Switcher,Pro,999,0.71,8.9,13,Y,Recommend Pro,0,Career Switcher investing 8.9 hrs/week - high intent to reskill
L00947,Casual Learner,Standard,599,0,1,28,N,Do Not Extend Discount Next Cycle,0,Received 29% discount but only 0.0% completion - discount not driving engagement
L00948,Power Learner,Pro,999,0.91,14.9,0,N,Recommend Premium,10,Power Learner with 91.0% completion rate
L00949,Working Professional,Standard,599,0.75,8.1,1,Y,Recommend Premium,10,Working Professional averaging 8.1 hrs/week with 75.0% completion
L00950,College Student,Basic,299,0.62,6.7,32,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00951,Career Switcher,Basic,299,0.67,5.6,5,Y,Recommend Upgrade to Standard,0,On Basic but logging in 13x/month with 67.0% completion
L00952,Working Professional,Standard,599,0.75,9.4,3,Y,Recommend Premium,0,Working Professional averaging 9.4 hrs/week with 75.0% completion
L00953,College Student,Standard,599,0.71,7.2,13,Y,Recommend Premium (Power Usage),15,Completed 10 courses - power usage on a non-Premium plan
L00954,College Student,Pro,999,0.57,5.5,20,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00955,Career Switcher,Premium,1499,0.8,9.3,8,Y,Recommend Pro,0,Career Switcher investing 9.3 hrs/week - high intent to reskill
L00956,College Student,Basic,299,0.8,6.6,2,N,Recommend Upgrade to Pro,10,On Basic but completing 80.0% at 6.6 hrs/week - outgrowing current plan
L00957,Casual Learner,Basic,299,0.4,0.8,78,Y,Renewal Reminder,0,No login in 78 days
L00958,Career Switcher,Basic,299,0.62,7.6,15,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00959,Power Learner,Pro,999,0.75,10.2,1,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00960,Casual Learner,Basic,299,0.33,2.6,80,N,CS Outreach Before Upsell,20,High support ticket volume (5) needs resolution first
L00961,Working Professional,Standard,599,0.64,6.2,9,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00962,Working Professional,Standard,599,0.67,7.9,17,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00963,Career Switcher,Premium,1499,0.73,10.8,2,Y,Recommend Pro,0,Career Switcher investing 10.8 hrs/week - high intent to reskill
L00964,College Student,Standard,599,0.57,5.4,23,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (57.0% completion, 5.4 hrs/week) - no action needed yet"
L00965,Casual Learner,Basic,299,0.44,3.6,20,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (44.0% completion, 3.6 hrs/week) - no action needed yet"
L00966,Casual Learner,Basic,299,0,2.4,44,Y,Low-Intent Discount User - No Further Discount,0,"Coupon user with low 0.0% completion - signals low intent, not price sensitivity"
L00967,Power Learner,Basic,299,0.86,13,2,Y,Recommend Premium,0,Power Learner with 86.0% completion rate
L00968,Power Learner,Standard,599,0.8,14.7,0,N,Recommend Annual Plan,10,Power Learner active for 12 months - strong annual-plan candidate
L00969,Working Professional,Standard,599,0.67,4.5,14,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 4.5 hrs/week) - no action needed yet"
L00970,Career Switcher,Basic,299,0.75,5.9,0,Y,Recommend Upgrade to Standard,0,On Basic but logging in 18x/month with 75.0% completion
L00971,Career Switcher,Pro,999,1,6.2,9,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00972,College Student,Standard,599,1,4.7,11,Y,Student Discount (15%),15,College Student with strong 100.0% completion - budget-sensitive segment
L00973,Casual Learner,Basic,299,0.33,3.9,23,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00974,Certification Seeker,Standard,599,0.6,5.2,2,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00975,Certification Seeker,Standard,599,0.78,3.9,14,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00976,Casual Learner,Basic,299,0.17,1.3,58,N,Renewal Reminder,0,No login in 58 days
L00977,College Student,Pro,999,0.75,4.2,30,Y,Student Discount (15%),15,College Student with strong 75.0% completion - budget-sensitive segment
L00978,College Student,Standard,599,0.5,3,30,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00979,Working Professional,Basic,299,0.55,4.3,12,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00980,Certification Seeker,Pro,999,0.8,7.4,7,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00981,Working Professional,Pro,999,0.69,6.2,8,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00982,Career Switcher,Pro,999,0.5,9.1,4,Y,Recommend Pro,0,Career Switcher investing 9.1 hrs/week - high intent to reskill
L00983,College Student,Basic,299,0.4,8.4,12,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00984,Working Professional,Pro,999,0.75,5.8,17,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 12 months with consistent renewals
L00985,Certification Seeker,Standard,599,0.75,7,7,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00986,Career Switcher,Pro,999,0.75,5,8,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00987,College Student,Standard,599,0.38,4.2,11,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00988,College Student,Standard,599,0.7,6.8,2,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00989,College Student,Standard,599,0.67,2.2,20,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00990,College Student,Standard,599,0.4,2.7,14,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00991,College Student,Basic,299,0.62,2.7,26,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00992,College Student,Standard,599,0.57,4.4,31,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (57.0% completion, 4.4 hrs/week) - no action needed yet"
L00993,College Student,Standard,599,0.5,3.5,25,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 3.5 hrs/week) - no action needed yet"
L00994,Career Switcher,Pro,999,0.62,7.5,15,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00995,College Student,Basic,299,0.62,8,33,Y,Recommend Upgrade to Standard,0,On Basic but logging in 14x/month with 62.0% completion
L00996,College Student,Standard,599,0.75,2.4,33,N,Offer Loyalty Discount (10%),10,"Engaged (75.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L00997,College Student,Standard,599,0.62,8.1,3,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00998,Power Learner,Premium,1499,1,16,0,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L00999,Career Switcher,Pro,999,0.77,6.7,10,Y,Recommend Premium (Power Usage),0,Completed 10 courses - power usage on a non-Premium plan
L01000,College Student,Basic,299,0.5,7.8,17,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01001,Casual Learner,Basic,299,0.33,2.4,70,N,CS Outreach Before Upsell,20,High support ticket volume (5) needs resolution first
L01002,Certification Seeker,Standard,599,0.67,3.6,6,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01003,Working Professional,Standard,599,0.85,5.3,14,Y,Recommend Premium (Power Usage),0,Completed 11 courses - power usage on a non-Premium plan
L01004,College Student,Standard,599,0.57,7,13,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01005,Certification Seeker,Standard,599,0.83,7.4,2,N,Recommend Pro (Certification Value),10,Certification Seeker with 83.0% completion - values credentialing
L01006,Certification Seeker,Standard,599,1,7.6,0,Y,Recommend Pro (Certification Value),0,Certification Seeker with 100.0% completion - values credentialing
L01007,College Student,Basic,299,0.6,7.6,22,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01008,Working Professional,Premium,1499,0.75,9.6,10,Y,Recommend Premium,0,Working Professional averaging 9.6 hrs/week with 75.0% completion
L01009,Certification Seeker,Standard,599,0.7,3.2,4,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (70.0% completion, 3.2 hrs/week) - no action needed yet"
L01010,College Student,Basic,299,0.47,3.9,4,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (47.0% completion, 3.9 hrs/week) - no action needed yet"
L01011,Working Professional,Premium,1499,0.67,7.5,10,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01012,College Student,Pro,999,0.8,5.5,3,N,Offer Loyalty Discount (10%),10,"Engaged (80.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L01013,Career Switcher,Premium,1499,0.57,9.9,11,Y,Recommend Pro,0,Career Switcher investing 9.9 hrs/week - high intent to reskill
L01014,College Student,Pro,999,1,5,9,Y,Student Discount (15%),15,College Student with strong 100.0% completion - budget-sensitive segment
L01015,Power Learner,Premium,1499,0.8,12.9,1,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01016,College Student,Standard,599,1,8.3,9,Y,Recommend Upgrade to Pro,15,On Standard but completing 100.0% at 8.3 hrs/week - outgrowing current plan
L01017,Certification Seeker,Standard,599,1,4.7,18,N,Recommend Pro (Certification Value),10,Certification Seeker with 100.0% completion - values credentialing
L01018,Certification Seeker,Pro,999,0.5,7.2,19,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01019,Casual Learner,Standard,599,0.31,1.9,40,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01020,Casual Learner,Standard,599,0,1.3,39,Y,Engagement Nudge - Stay on Basic,0,Casual Learner with low 0.0% completion - keep expectations low-commitment
L01021,Working Professional,Pro,999,0.5,5.9,15,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 5.9 hrs/week) - no action needed yet"
L01022,Career Switcher,Standard,599,0.5,5.3,12,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 5.3 hrs/week) - no action needed yet"
L01023,Casual Learner,Pro,999,0.33,3.5,20,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01024,Power Learner,Pro,999,0.86,15,1,Y,Recommend Premium,0,Power Learner with 86.0% completion rate
L01025,Working Professional,Pro,999,0.79,5.2,10,N,Recommend Premium (Power Usage),10,Completed 11 courses - power usage on a non-Premium plan
L01026,Power Learner,Premium,1499,0.85,18,2,Y,Recommend Premium,0,Power Learner with 85.0% completion rate
L01027,Career Switcher,Premium,1499,0.6,9,7,Y,Recommend Pro,0,Career Switcher investing 9 hrs/week - high intent to reskill
L01028,Career Switcher,Pro,999,0.57,6.6,7,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01029,Certification Seeker,Premium,1499,0.86,5.7,9,Y,Recommend Pro (Certification Value),0,Certification Seeker with 86.0% completion - values credentialing
L01030,Career Switcher,Standard,599,0.5,11.6,3,N,Recommend Pro,0,Career Switcher investing 11.6 hrs/week - high intent to reskill
L01031,Working Professional,Standard,599,0.5,5.9,17,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 5.9 hrs/week) - no action needed yet"
L01032,College Student,Standard,599,0.5,2.9,29,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01033,College Student,Standard,599,0.67,7.1,5,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01034,Casual Learner,Standard,599,0.25,0.9,71,N,CS Outreach Before Upsell,20,High support ticket volume (5) needs resolution first
L01035,College Student,Standard,599,0,4.7,23,N,Low-Intent Discount User - No Further Discount,0,"Coupon user with low 0.0% completion - signals low intent, not price sensitivity"
L01036,Certification Seeker,Premium,1499,0.77,3.4,19,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01037,Casual Learner,Basic,299,0.45,1.5,27,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01038,Power Learner,Premium,1499,0.86,13.6,2,Y,Recommend Premium,0,Power Learner with 86.0% completion rate
L01039,Certification Seeker,Standard,599,0.75,6.8,3,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01040,Working Professional,Pro,999,0.82,9.6,9,Y,Recommend Premium,10,Working Professional averaging 9.6 hrs/week with 82.0% completion
L01041,Certification Seeker,Pro,999,1,3.3,3,Y,Recommend Pro (Certification Value),0,Certification Seeker with 100.0% completion - values credentialing
L01042,College Student,Basic,299,1,6.5,6,Y,Recommend Upgrade to Pro,15,On Basic but completing 100.0% at 6.5 hrs/week - outgrowing current plan
L01043,Certification Seeker,Basic,299,1,7.4,15,Y,Recommend Pro (Certification Value),0,Certification Seeker with 100.0% completion - values credentialing
L01044,Working Professional,Premium,1499,0.6,5.6,13,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01045,Casual Learner,Standard,599,0,0.9,51,N,Renewal Reminder,0,No login in 51 days
L01046,College Student,Standard,599,0.5,3.5,0,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 3.5 hrs/week) - no action needed yet"
L01047,Working Professional,Standard,599,0.75,9.1,6,Y,Recommend Premium,0,Working Professional averaging 9.1 hrs/week with 75.0% completion
L01048,College Student,Basic,299,0.5,2.4,29,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L01049,Working Professional,Pro,999,0.64,5.8,14,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L01050,Working Professional,Pro,999,0.73,6.9,17,Y,Recommend Premium (Power Usage),10,Completed 11 courses - power usage on a non-Premium plan
L01051,College Student,Basic,299,0.8,8.7,15,N,Recommend Upgrade to Pro,10,On Basic but completing 80.0% at 8.7 hrs/week - outgrowing current plan
L01052,College Student,Standard,599,0.67,5.4,6,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 5.4 hrs/week) - no action needed yet"
