Learner_ID,Age,Profession,Region,Learner_Segment,Subscription_Plan,Monthly_Fee,Months_Active,Courses_Enrolled,Courses_Completed,Completion_Rate,Weekly_Hours,Login_Frequency,Last_Login_Days,Coupon_Used,Discount_Availed,Payment_Mode,Support_Tickets,Renewed_Last_Cycle
L00444,19,Student,Chennai,College Student,Basic,299,9,2,1,0.5,7.5,13,15,Y,22,UPI,1,N
L00445,25,Software Engineer,Bengaluru,Power Learner,Premium,1499,9,3,3,1.0,18.5,27,2,N,0,UPI,0,Y
L00446,33,Data Scientist,Hyderabad,Power Learner,Premium,1499,6,6,5,0.83,11.2,21,1,N,0,UPI,0,Y
L00447,20,Student,Pune,College Student,Standard,599,8,7,5,0.71,3.6,10,18,Y,11,Wallet,1,Y
L00448,35,Software Engineer,Ahmedabad,Power Learner,Premium,1499,11,12,10,0.83,16.8,21,1,N,0,UPI,0,Y
L00449,30,Data Scientist,Ahmedabad,Power Learner,Pro,999,7,13,12,0.92,17.3,24,2,N,0,Wallet,1,Y
L00450,37,Ex-Operations,Pune,Career Switcher,Standard,599,8,11,7,0.64,5.8,12,15,N,0,UPI,0,N
L00451,37,Software Engineer,Delhi NCR,Certification Seeker,Standard,599,11,13,10,0.77,4.6,10,19,Y,13,Wallet,1,Y
L00452,40,Unemployed (Upskilling),Pune,Career Switcher,Pro,999,9,2,2,1.0,8.8,8,13,N,0,Netbanking,1,Y
L00453,19,Student,Delhi NCR,College Student,Standard,599,3,10,7,0.7,4.2,10,31,N,0,Wallet,1,Y
L00454,18,Student,Pune,College Student,Standard,599,7,1,0,0.0,6.3,9,18,N,0,Card,3,Y
L00455,18,Student,Ahmedabad,Casual Learner,Basic,299,6,4,0,0.0,4.0,4,64,Y,23,UPI,1,N
L00456,19,Student,Chennai,College Student,Basic,299,11,5,4,0.8,8.0,13,32,Y,19,UPI,1,Y
L00457,33,Software Engineer,Jaipur,Working Professional,Standard,599,11,11,9,0.82,5.2,15,16,N,0,Netbanking,1,N
L00458,23,Student,Hyderabad,College Student,Basic,299,1,10,7,0.7,4.1,13,25,N,0,UPI,0,N
L00459,22,Student,Ahmedabad,College Student,Basic,299,2,7,5,0.71,6.6,8,32,N,0,Netbanking,0,Y
L00460,22,Student,Delhi NCR,College Student,Pro,999,11,11,6,0.55,6.9,6,36,N,0,Wallet,2,N
L00461,38,Unemployed (Upskilling),Mumbai,Career Switcher,Pro,999,6,13,9,0.69,8.2,11,4,N,0,Wallet,3,Y
L00462,24,Consultant,Ahmedabad,Certification Seeker,Standard,599,5,7,5,0.71,6.2,10,21,N,0,Card,0,Y
L00463,27,Retired,Jaipur,Casual Learner,Basic,299,7,3,0,0.0,2.0,1,45,Y,26,Netbanking,5,Y
L00464,37,Software Engineer,Mumbai,Certification Seeker,Pro,999,2,7,6,0.86,4.6,10,2,N,0,UPI,1,N
L00465,22,Freelancer,Bengaluru,Casual Learner,Basic,299,9,15,3,0.2,3.8,5,87,Y,22,Netbanking,3,N
L00466,43,Freelancer,Ahmedabad,Casual Learner,Basic,299,2,14,3,0.21,1.1,3,76,N,0,Wallet,5,N
L00467,30,Entrepreneur,Jaipur,Power Learner,Premium,1499,5,6,5,0.83,18.8,22,2,N,0,UPI,0,N
L00468,26,Ex-Banker,Pune,Career Switcher,Pro,999,5,4,3,0.75,9.5,13,3,N,0,Wallet,0,N
L00469,28,Data Analyst,Bengaluru,Working Professional,Premium,1499,4,15,11,0.73,5.8,10,14,N,0,Wallet,0,Y
L00470,21,Student,Ahmedabad,College Student,Pro,999,6,9,6,0.67,7.0,5,10,Y,18,Netbanking,3,Y
L00471,38,Freelancer,Jaipur,Casual Learner,Standard,599,3,2,0,0.0,0.5,2,59,Y,15,Card,5,N
L00472,28,Retired,Jaipur,Casual Learner,Standard,599,3,4,2,0.5,1.4,6,61,Y,17,Wallet,3,N
L00473,29,Software Engineer,Mumbai,Certification Seeker,Premium,1499,11,4,4,1.0,6.1,9,2,N,0,Card,0,Y
L00474,28,Marketing Executive,Bengaluru,Working Professional,Premium,1499,3,7,5,0.71,9.7,9,0,N,0,Wallet,1,Y
L00475,24,Student,Pune,Casual Learner,Standard,599,7,5,2,0.4,1.0,2,47,N,0,Card,3,N
L00476,18,Student,Pune,Casual Learner,Basic,299,8,8,1,0.12,3.7,3,78,Y,16,Wallet,2,N
L00477,41,Part-time Worker,Pune,Casual Learner,Basic,299,9,6,2,0.33,0.7,3,50,N,0,UPI,1,N
L00478,34,Ex-Operations,Chennai,Career Switcher,Standard,599,9,8,4,0.5,5.3,10,8,N,0,Wallet,1,Y
L00479,31,Freelancer,Pune,Casual Learner,Basic,299,1,15,5,0.33,3.9,4,55,Y,28,Netbanking,5,N
L00480,38,Analyst,Ahmedabad,Certification Seeker,Pro,999,6,9,8,0.89,6.7,13,24,N,0,Wallet,0,Y
L00481,19,Student,Jaipur,College Student,Basic,299,12,6,2,0.33,5.3,5,31,N,0,Wallet,4,Y
L00482,26,Software Engineer,Chennai,Certification Seeker,Basic,299,5,5,4,0.8,3.9,8,23,N,0,Card,0,Y
L00483,38,Ex-Teacher,Hyderabad,Career Switcher,Pro,999,11,11,6,0.55,5.7,13,0,Y,9,UPI,2,Y
L00484,23,Student,Jaipur,College Student,Standard,599,5,11,8,0.73,6.2,4,21,N,0,Wallet,1,N
L00485,45,Data Scientist,Hyderabad,Power Learner,Premium,1499,11,10,9,0.9,12.8,20,0,N,0,Wallet,1,Y
L00486,32,Software Engineer,Mumbai,Power Learner,Premium,1499,3,11,10,0.91,13.9,26,2,Y,8,Wallet,1,N
L00487,36,Ex-Teacher,Chennai,Career Switcher,Pro,999,8,10,6,0.6,8.1,14,15,N,0,Wallet,2,Y
L00488,30,Software Engineer,Mumbai,Working Professional,Pro,999,8,11,8,0.73,8.1,10,15,N,0,Netbanking,1,Y
L00489,37,Analyst,Delhi NCR,Certification Seeker,Premium,1499,11,10,7,0.7,7.5,9,16,Y,6,UPI,0,Y
L00490,31,HR Executive,Pune,Working Professional,Standard,599,10,11,6,0.55,4.5,16,0,N,0,Card,3,Y
L00491,35,Data Analyst,Chennai,Working Professional,Pro,999,8,6,5,0.83,8.5,15,19,N,0,Card,0,Y
L00492,37,Student,Bengaluru,Casual Learner,Basic,299,1,8,1,0.12,0.5,1,21,Y,18,Wallet,3,N
L00493,31,Entrepreneur,Pune,Power Learner,Standard,599,3,4,4,1.0,10.1,21,0,N,0,Card,1,Y
L00494,38,Unemployed (Upskilling),Hyderabad,Career Switcher,Basic,299,8,15,8,0.53,6.0,14,0,Y,12,Wallet,3,Y
L00495,27,Marketing Executive,Pune,Working Professional,Pro,999,7,12,9,0.75,4.3,8,3,N,0,Wallet,1,Y
L00496,34,Ex-Teacher,Jaipur,Career Switcher,Pro,999,9,1,1,1.0,9.1,17,15,N,0,Wallet,1,Y
L00497,23,Student,Jaipur,College Student,Basic,299,10,1,1,1.0,8.6,9,28,Y,25,Wallet,1,Y
L00498,33,Data Analyst,Jaipur,Working Professional,Standard,599,5,11,9,0.82,8.3,14,13,N,0,Netbanking,1,N
L00499,28,Analyst,Bengaluru,Certification Seeker,Pro,999,3,13,10,0.77,3.9,8,19,N,0,Wallet,1,Y
L00500,25,Ex-Marketer,Pune,Career Switcher,Pro,999,3,6,4,0.67,6.2,16,1,N,0,Card,0,Y
L00501,29,Data Analyst,Mumbai,Working Professional,Pro,999,9,2,1,0.5,5.6,10,16,N,0,Wallet,3,N
L00502,21,Part-time Worker,Bengaluru,Casual Learner,Standard,599,1,15,6,0.4,2.3,2,35,Y,25,Wallet,3,N
L00503,23,Student,Chennai,College Student,Standard,599,2,1,1,1.0,7.9,11,26,Y,26,Netbanking,1,Y
L00504,20,Student,Chennai,College Student,Standard,599,4,3,2,0.67,3.1,12,26,N,0,Wallet,3,N
L00505,36,Consultant,Mumbai,Power Learner,Premium,1499,1,6,5,0.83,17.2,28,0,N,0,Card,1,Y
L00506,39,Freelancer,Mumbai,Casual Learner,Pro,999,12,15,4,0.27,3.3,5,57,N,0,Netbanking,3,N
L00507,20,Student,Ahmedabad,College Student,Basic,299,4,12,7,0.58,8.2,13,39,Y,26,Wallet,1,N
L00508,22,Student,Ahmedabad,College Student,Standard,599,12,2,1,0.5,8.2,12,34,Y,16,Netbanking,1,Y
L00509,39,Analyst,Hyderabad,Certification Seeker,Pro,999,5,14,11,0.79,6.6,14,3,N,0,Netbanking,0,Y
L00510,28,Ex-Operations,Pune,Career Switcher,Pro,999,1,5,3,0.6,8.2,11,7,N,0,Card,3,Y
L00511,20,Student,Chennai,College Student,Standard,599,3,7,3,0.43,7.0,10,5,N,0,Wallet,1,Y
L00512,32,Sales Executive,Ahmedabad,Working Professional,Premium,1499,10,8,6,0.75,7.0,14,14,N,0,Wallet,0,Y
L00513,23,Student,Delhi NCR,College Student,Pro,999,9,1,1,1.0,8.0,5,13,N,0,Netbanking,0,Y
L00514,25,Data Analyst,Pune,Working Professional,Basic,299,3,8,5,0.62,4.7,12,11,Y,6,Wallet,0,N
L00515,28,Marketing Executive,Delhi NCR,Working Professional,Pro,999,8,1,1,1.0,4.0,16,11,N,0,Netbanking,1,N
L00516,33,Part-time Worker,Delhi NCR,Casual Learner,Standard,599,9,12,2,0.17,2.7,4,77,Y,26,Wallet,4,N
L00517,32,Software Engineer,Jaipur,Working Professional,Pro,999,11,13,9,0.69,4.5,10,0,N,0,Netbanking,0,Y
L00518,22,Student,Hyderabad,College Student,Standard,599,9,1,0,0.0,8.3,5,34,Y,14,Wallet,1,N
L00519,37,Unemployed (Upskilling),Mumbai,Career Switcher,Pro,999,1,9,5,0.56,7.4,10,13,N,0,Netbanking,0,Y
L00520,19,Student,Delhi NCR,College Student,Basic,299,2,6,2,0.33,3.1,10,10,Y,24,Netbanking,4,Y
L00521,20,Student,Ahmedabad,College Student,Pro,999,2,8,5,0.62,2.4,7,38,Y,20,UPI,2,Y
L00522,30,Software Engineer,Jaipur,Working Professional,Basic,299,11,10,7,0.7,5.4,8,8,N,0,Card,0,Y
L00523,25,HR Executive,Hyderabad,Working Professional,Pro,999,3,7,5,0.71,6.2,10,7,N,0,Wallet,0,Y
L00524,33,Data Analyst,Delhi NCR,Working Professional,Basic,299,8,14,12,0.86,5.6,12,12,N,0,Netbanking,0,Y
L00525,27,Ex-Marketer,Bengaluru,Career Switcher,Pro,999,2,4,3,0.75,10.8,16,8,N,0,Netbanking,1,Y
L00526,42,Entrepreneur,Pune,Power Learner,Pro,999,6,12,9,0.75,13.4,27,2,Y,14,Wallet,0,N
L00527,38,Unemployed (Upskilling),Jaipur,Career Switcher,Pro,999,9,15,10,0.67,5.6,18,2,N,0,Wallet,0,Y
L00528,44,Part-time Worker,Chennai,Casual Learner,Basic,299,12,4,1,0.25,3.9,1,79,Y,14,UPI,3,N
L00529,24,Homemaker,Pune,Casual Learner,Standard,599,4,8,1,0.12,1.3,4,66,N,0,Card,1,N
L00530,34,Software Engineer,Pune,Certification Seeker,Pro,999,8,11,9,0.82,3.9,9,21,N,0,Card,0,Y
L00531,22,Student,Hyderabad,Casual Learner,Standard,599,12,12,5,0.42,3.2,2,22,N,0,Netbanking,3,Y
L00532,34,Software Engineer,Chennai,Working Professional,Standard,599,7,9,6,0.67,5.6,16,14,N,0,Card,0,Y
L00533,31,Data Analyst,Mumbai,Working Professional,Standard,599,6,7,6,0.86,4.5,8,7,N,0,Card,0,Y
L00534,34,Software Engineer,Mumbai,Working Professional,Pro,999,1,8,5,0.62,7.6,13,8,N,0,Netbanking,0,N
L00535,27,Software Engineer,Jaipur,Working Professional,Pro,999,11,15,13,0.87,6.7,9,2,Y,8,UPI,0,Y
L00536,19,Student,Ahmedabad,Casual Learner,Basic,299,11,7,3,0.43,0.7,1,57,Y,25,Card,0,N
L00537,30,HR Executive,Bengaluru,Working Professional,Standard,599,11,4,3,0.75,8.7,15,16,Y,5,UPI,0,N
L00538,22,Student,Chennai,College Student,Basic,299,12,1,0,0.0,6.3,6,15,Y,16,Wallet,5,N
L00539,27,Part-time Worker,Delhi NCR,Casual Learner,Basic,299,5,9,4,0.44,2.6,3,67,N,0,Card,0,N
L00540,35,Homemaker,Ahmedabad,Casual Learner,Basic,299,4,11,2,0.18,2.7,2,28,Y,24,Wallet,5,N
L00541,40,Analyst,Pune,Certification Seeker,Standard,599,3,1,1,1.0,3.5,6,15,N,0,Card,1,Y
L00542,23,Student,Ahmedabad,College Student,Basic,299,3,6,2,0.33,7.8,4,23,Y,12,Netbanking,4,Y
L00543,36,Ex-Teacher,Mumbai,Career Switcher,Standard,599,5,9,5,0.56,6.2,12,5,N,0,Card,0,Y
L00544,18,Student,Delhi NCR,College Student,Basic,299,2,6,3,0.5,4.4,7,19,N,0,Card,3,N
L00545,19,Student,Hyderabad,College Student,Basic,299,7,11,6,0.55,6.9,9,38,Y,11,Card,2,N
L00546,24,Data Analyst,Delhi NCR,Working Professional,Premium,1499,10,13,10,0.77,9.3,11,2,N,0,UPI,0,Y
L00547,38,Part-time Worker,Chennai,Casual Learner,Basic,299,8,8,2,0.25,1.1,6,67,N,0,Wallet,4,N
L00548,33,Software Engineer,Hyderabad,Working Professional,Standard,599,4,7,4,0.57,6.7,11,12,N,0,Card,2,Y
L00549,18,Student,Jaipur,College Student,Standard,599,4,7,4,0.57,6.1,11,32,Y,19,Netbanking,3,Y
L00550,26,Sales Executive,Hyderabad,Working Professional,Standard,599,2,9,7,0.78,6.2,9,9,N,0,UPI,1,N
L00551,18,Student,Mumbai,College Student,Standard,599,6,14,7,0.5,3.4,9,16,N,0,Netbanking,1,N
L00552,44,Consultant,Mumbai,Power Learner,Premium,1499,5,13,12,0.92,18.2,26,3,N,0,Wallet,0,N
L00553,23,Student,Jaipur,College Student,Basic,299,10,2,1,0.5,7.5,11,29,Y,14,Wallet,1,Y
L00554,22,Analyst,Delhi NCR,Certification Seeker,Pro,999,3,14,12,0.86,4.5,6,15,N,0,Card,1,Y
L00555,42,Part-time Worker,Pune,Casual Learner,Basic,299,1,6,1,0.17,2.5,1,37,N,0,Wallet,4,Y
L00556,32,Sales Executive,Hyderabad,Working Professional,Pro,999,6,2,2,1.0,7.4,15,20,Y,12,Card,0,N
L00557,25,Ex-Banker,Hyderabad,Career Switcher,Basic,299,7,2,1,0.5,7.0,11,9,N,0,Netbanking,0,Y
L00558,35,Manager,Delhi NCR,Certification Seeker,Premium,1499,3,15,9,0.6,5.7,13,23,N,0,Card,1,Y
L00559,39,Retired,Delhi NCR,Casual Learner,Basic,299,5,1,0,0.0,2.6,5,78,N,0,Wallet,1,N
L00560,32,Unemployed (Upskilling),Chennai,Career Switcher,Premium,1499,8,5,4,0.8,8.2,17,1,N,0,Wallet,1,Y
L00561,27,Retired,Delhi NCR,Casual Learner,Basic,299,3,15,4,0.27,3.6,6,75,N,0,UPI,4,N
L00562,19,Student,Pune,College Student,Standard,599,2,13,7,0.54,6.9,7,31,N,0,Netbanking,0,N
L00563,29,Sales Executive,Jaipur,Working Professional,Standard,599,4,12,7,0.58,7.0,15,0,N,0,Wallet,3,Y
L00564,27,Sales Executive,Mumbai,Working Professional,Basic,299,2,8,6,0.75,8.3,10,10,N,0,UPI,0,Y
L00565,21,Student,Jaipur,College Student,Standard,599,3,5,2,0.4,3.2,4,38,Y,25,Card,0,N
L00566,20,Student,Jaipur,College Student,Basic,299,4,12,5,0.42,7.0,14,34,Y,23,UPI,3,N
L00567,33,Software Engineer,Mumbai,Working Professional,Pro,999,4,1,1,1.0,9.6,13,7,N,0,UPI,1,Y
L00568,27,Ex-Banker,Bengaluru,Career Switcher,Pro,999,11,2,1,0.5,6.2,10,1,N,0,Netbanking,1,Y
L00569,34,Manager,Bengaluru,Certification Seeker,Standard,599,2,6,4,0.67,4.8,8,0,Y,7,Card,0,Y
L00570,22,Student,Mumbai,College Student,Basic,299,4,2,1,0.5,4.9,13,31,N,0,Card,2,N
L00571,37,Ex-Banker,Chennai,Career Switcher,Standard,599,12,1,1,1.0,7.2,18,15,N,0,Wallet,1,Y
L00572,34,Part-time Worker,Mumbai,Casual Learner,Basic,299,10,7,1,0.14,3.2,1,59,N,0,UPI,1,N
L00573,27,Marketing Executive,Ahmedabad,Working Professional,Standard,599,1,6,4,0.67,5.4,15,10,N,0,UPI,3,N
L00574,24,Marketing Executive,Chennai,Working Professional,Standard,599,4,7,5,0.71,7.2,11,7,N,0,Card,1,Y
L00575,21,Student,Hyderabad,College Student,Basic,299,3,9,4,0.44,8.6,6,5,N,0,Card,1,Y
L00576,31,Data Analyst,Delhi NCR,Working Professional,Pro,999,4,8,5,0.62,6.5,11,9,N,0,Card,2,N
L00577,29,Sales Executive,Ahmedabad,Working Professional,Standard,599,8,13,10,0.77,6.5,14,4,N,0,Wallet,1,N
L00578,27,Part-time Worker,Delhi NCR,Casual Learner,Basic,299,3,7,2,0.29,1.4,4,59,N,0,Wallet,1,N
L00579,24,Freelancer,Hyderabad,Casual Learner,Basic,299,9,7,2,0.29,3.1,3,82,N,0,Netbanking,4,N
L00580,27,Ex-Operations,Mumbai,Career Switcher,Premium,1499,2,7,4,0.57,7.7,17,5,N,0,Netbanking,3,Y
L00581,24,Sales Executive,Ahmedabad,Working Professional,Pro,999,4,1,1,1.0,6.9,13,20,N,0,Card,1,Y
L00582,24,Consultant,Hyderabad,Power Learner,Premium,1499,11,11,10,0.91,18.4,20,0,N,0,Wallet,1,Y
L00583,22,Data Scientist,Ahmedabad,Power Learner,Pro,999,7,12,11,0.92,12.5,24,3,N,0,UPI,0,Y
L00584,29,Freelancer,Pune,Casual Learner,Standard,599,12,14,6,0.43,1.9,3,20,Y,12,Wallet,3,Y
L00585,23,Freelancer,Chennai,Casual Learner,Basic,299,3,8,3,0.38,1.2,2,84,N,0,Card,2,N
L00586,43,Freelancer,Pune,Casual Learner,Premium,1499,7,3,1,0.33,2.0,5,33,Y,12,UPI,3,Y
L00587,19,Student,Jaipur,College Student,Standard,599,2,13,8,0.62,2.1,8,0,N,0,UPI,1,Y
L00588,22,Student,Jaipur,College Student,Standard,599,6,6,4,0.67,6.2,9,23,N,0,Card,2,Y
L00589,24,Data Analyst,Chennai,Working Professional,Pro,999,1,2,1,0.5,6.7,14,4,N,0,Netbanking,1,Y
L00590,40,Unemployed (Upskilling),Ahmedabad,Career Switcher,Pro,999,1,14,10,0.71,11.9,13,0,Y,13,Netbanking,1,Y
L00591,35,HR Executive,Bengaluru,Working Professional,Standard,599,8,4,3,0.75,9.9,9,12,N,0,UPI,0,Y
L00592,23,Student,Delhi NCR,College Student,Pro,999,2,3,1,0.33,5.4,12,15,N,0,UPI,1,Y
L00593,23,Student,Ahmedabad,Casual Learner,Standard,599,4,11,5,0.45,3.0,6,80,Y,13,Wallet,0,N
L00594,27,HR Executive,Bengaluru,Working Professional,Pro,999,7,9,7,0.78,9.5,14,20,N,0,Wallet,0,Y
L00595,18,Student,Bengaluru,College Student,Basic,299,10,14,7,0.5,8.6,5,36,Y,18,UPI,2,Y
L00596,37,Ex-Operations,Chennai,Career Switcher,Pro,999,11,1,1,1.0,11.5,10,7,N,0,Wallet,1,Y
L00597,27,Entrepreneur,Jaipur,Power Learner,Pro,999,5,5,4,0.8,11.5,30,0,N,0,UPI,1,N
L00598,33,Freelancer,Jaipur,Casual Learner,Basic,299,7,4,2,0.5,0.7,3,39,N,0,Card,0,N
L00599,45,Retired,Ahmedabad,Casual Learner,Basic,299,11,6,2,0.33,3.7,2,22,Y,19,Netbanking,4,Y
L00600,34,Ex-Marketer,Hyderabad,Career Switcher,Pro,999,9,10,7,0.7,7.8,10,10,N,0,UPI,1,Y
L00601,19,Student,Jaipur,College Student,Basic,299,3,14,7,0.5,3.5,7,0,N,0,Card,3,N
L00602,26,Software Engineer,Bengaluru,Working Professional,Standard,599,8,11,9,0.82,5.1,8,3,N,0,Wallet,0,Y
L00603,24,Software Engineer,Hyderabad,Working Professional,Standard,599,5,13,10,0.77,8.1,10,20,N,0,UPI,1,N
L00604,33,Ex-Operations,Chennai,Career Switcher,Basic,299,2,10,5,0.5,5.6,15,7,N,0,Wallet,2,N
L00605,22,Student,Ahmedabad,College Student,Standard,599,11,6,2,0.33,6.9,8,36,Y,28,Card,4,N
L00606,22,Student,Bengaluru,College Student,Standard,599,10,4,3,0.75,5.8,14,7,N,0,UPI,0,N
L00607,18,Part-time Worker,Jaipur,Casual Learner,Standard,599,2,2,1,0.5,0.6,5,46,N,0,UPI,0,N
L00608,29,HR Executive,Delhi NCR,Working Professional,Standard,599,11,9,8,0.89,4.0,12,1,N,0,Netbanking,1,Y
L00609,29,HR Executive,Chennai,Working Professional,Pro,999,9,4,2,0.5,5.3,9,1,Y,14,Card,1,Y
L00610,20,Student,Delhi NCR,College Student,Standard,599,7,15,8,0.53,2.5,8,16,Y,19,Netbanking,3,N
L00611,19,Student,Pune,College Student,Premium,1499,12,14,9,0.64,6.5,9,36,Y,13,Card,2,N
L00612,24,HR Executive,Hyderabad,Working Professional,Basic,299,2,11,6,0.55,7.2,16,13,Y,14,Netbanking,1,N
L00613,18,Student,Ahmedabad,College Student,Premium,1499,4,12,5,0.42,4.7,5,7,N,0,Wallet,0,Y
L00614,45,Student,Pune,Casual Learner,Basic,299,1,12,3,0.25,1.1,4,43,N,0,Wallet,4,N
L00615,23,Student,Delhi NCR,College Student,Basic,299,10,12,9,0.75,7.1,4,40,N,0,Wallet,1,Y
L00616,45,Entrepreneur,Pune,Power Learner,Pro,999,7,2,2,1.0,15.2,23,2,N,0,Wallet,1,Y
L00617,27,Ex-Banker,Bengaluru,Career Switcher,Standard,599,1,1,1,1.0,5.6,12,15,N,0,Wallet,0,Y
L00618,34,HR Executive,Bengaluru,Working Professional,Standard,599,10,12,9,0.75,5.1,8,13,N,0,UPI,1,N
L00619,32,Ex-Banker,Bengaluru,Career Switcher,Pro,999,3,3,2,0.67,8.6,8,13,N,0,UPI,2,N
L00620,22,Student,Pune,College Student,Basic,299,5,4,2,0.5,3.9,4,40,N,0,UPI,3,N
L00621,23,Analyst,Mumbai,Certification Seeker,Pro,999,6,12,8,0.67,4.5,7,0,Y,9,UPI,3,Y
L00622,22,Student,Ahmedabad,College Student,Basic,299,8,7,3,0.43,2.0,14,16,Y,17,Card,2,Y
L00623,31,Marketing Executive,Delhi NCR,Working Professional,Standard,599,7,1,1,1.0,4.0,11,3,Y,9,Netbanking,0,Y
L00624,21,Student,Bengaluru,College Student,Basic,299,9,13,6,0.46,5.5,14,8,N,0,Wallet,3,Y
L00625,45,Software Engineer,Delhi NCR,Power Learner,Pro,999,9,14,11,0.79,10.1,30,1,N,0,UPI,1,Y
L00626,25,Sales Executive,Hyderabad,Working Professional,Pro,999,12,14,11,0.79,7.1,11,8,N,0,Card,1,Y
L00627,43,Homemaker,Delhi NCR,Casual Learner,Basic,299,10,7,1,0.14,2.7,2,49,Y,30,Card,4,Y
L00628,18,Student,Ahmedabad,College Student,Standard,599,12,8,4,0.5,6.4,7,14,Y,19,UPI,2,Y
L00629,29,Sales Executive,Hyderabad,Working Professional,Standard,599,1,6,4,0.67,5.1,8,1,N,0,Wallet,2,N
L00630,19,Student,Jaipur,College Student,Basic,299,5,13,8,0.62,2.8,14,0,N,0,Netbanking,2,N
L00631,33,HR Executive,Chennai,Working Professional,Standard,599,5,3,2,0.67,5.3,14,2,N,0,UPI,0,Y
L00632,28,Consultant,Jaipur,Certification Seeker,Premium,1499,2,13,11,0.85,7.7,11,9,N,0,Card,0,Y
L00633,35,Data Analyst,Chennai,Working Professional,Premium,1499,8,7,4,0.57,7.8,9,13,N,0,UPI,1,Y
L00634,22,Student,Mumbai,Casual Learner,Pro,999,1,7,3,0.43,3.3,6,44,Y,21,UPI,1,N
L00635,32,Sales Executive,Ahmedabad,Working Professional,Pro,999,4,12,7,0.58,5.1,10,18,Y,14,Wallet,2,Y
L00636,23,Student,Bengaluru,College Student,Basic,299,1,15,9,0.6,5.7,8,2,Y,13,UPI,1,N
L00637,18,Student,Chennai,College Student,Standard,599,6,7,4,0.57,4.3,12,16,N,0,Netbanking,2,N
L00638,25,Ex-Marketer,Hyderabad,Career Switcher,Pro,999,5,12,9,0.75,6.2,8,3,N,0,Netbanking,0,N
L00639,20,Student,Ahmedabad,College Student,Basic,299,4,8,3,0.38,7.1,10,23,Y,14,Card,2,Y
L00640,35,Marketing Executive,Pune,Working Professional,Basic,299,3,3,2,0.67,9.3,14,19,Y,7,Wallet,0,N
L00641,18,Student,Ahmedabad,College Student,Basic,299,2,13,5,0.38,7.8,14,2,Y,13,UPI,1,N
L00642,23,Student,Bengaluru,College Student,Basic,299,8,8,4,0.5,7.3,11,10,Y,11,Netbanking,0,Y
L00643,22,Student,Bengaluru,College Student,Standard,599,7,7,3,0.43,3.0,7,1,Y,23,Card,3,N
L00644,21,Retired,Delhi NCR,Casual Learner,Premium,1499,4,6,1,0.17,0.9,3,65,Y,28,UPI,1,N
L00645,22,Student,Delhi NCR,College Student,Standard,599,3,5,3,0.6,8.3,14,19,Y,12,Wallet,2,N
L00646,40,Homemaker,Mumbai,Casual Learner,Standard,599,3,8,1,0.12,3.2,2,60,N,0,Wallet,1,N
L00647,35,Data Analyst,Delhi NCR,Working Professional,Basic,299,3,7,5,0.71,5.1,14,11,N,0,Wallet,1,Y
L00648,27,Entrepreneur,Ahmedabad,Power Learner,Premium,1499,9,10,8,0.8,15.3,28,1,N,0,Card,0,Y
L00649,18,Student,Jaipur,College Student,Pro,999,2,14,10,0.71,2.4,9,23,N,0,Card,1,Y
L00650,39,Manager,Hyderabad,Certification Seeker,Standard,599,4,12,11,0.92,3.3,8,3,Y,12,Wallet,1,Y
L00651,22,Student,Jaipur,College Student,Standard,599,3,2,1,0.5,2.2,9,9,Y,27,Wallet,1,N
L00652,26,HR Executive,Pune,Working Professional,Pro,999,12,1,1,1.0,6.0,8,9,N,0,UPI,0,Y
L00653,21,Student,Pune,College Student,Pro,999,9,5,4,0.8,4.1,7,27,N,0,Wallet,0,Y
L00654,24,Marketing Executive,Ahmedabad,Working Professional,Standard,599,12,11,8,0.73,9.9,9,14,N,0,Wallet,0,Y
L00655,30,Marketing Executive,Pune,Working Professional,Standard,599,2,3,2,0.67,6.2,13,0,N,0,UPI,1,Y
L00656,27,Freelancer,Hyderabad,Casual Learner,Basic,299,1,13,4,0.31,1.3,1,25,Y,11,UPI,3,Y
L00657,28,Sales Executive,Hyderabad,Working Professional,Standard,599,7,15,10,0.67,8.4,10,3,N,0,UPI,1,Y
L00658,33,Part-time Worker,Mumbai,Casual Learner,Basic,299,3,4,2,0.5,2.9,1,31,N,0,Card,1,N
L00659,35,HR Executive,Chennai,Working Professional,Standard,599,3,7,6,0.86,6.0,13,19,Y,12,Wallet,0,Y
L00660,27,Ex-Banker,Jaipur,Career Switcher,Basic,299,1,8,5,0.62,6.0,12,2,N,0,Netbanking,1,Y
L00661,36,Ex-Teacher,Bengaluru,Career Switcher,Standard,599,8,8,6,0.75,6.8,15,8,N,0,Card,0,N
L00662,29,Data Analyst,Ahmedabad,Working Professional,Standard,599,10,14,9,0.64,9.5,10,14,N,0,Netbanking,2,Y
L00663,31,Data Analyst,Mumbai,Working Professional,Pro,999,11,14,8,0.57,4.3,11,17,Y,9,Wallet,0,Y
L00664,24,Analyst,Jaipur,Certification Seeker,Standard,599,9,12,8,0.67,7.5,13,3,Y,15,Wallet,3,Y
L00665,29,Data Analyst,Jaipur,Working Professional,Standard,599,12,3,2,0.67,6.9,12,14,N,0,Card,1,Y
L00666,22,Student,Mumbai,College Student,Pro,999,6,14,5,0.36,7.5,11,13,Y,25,Wallet,3,Y
L00667,19,Student,Pune,College Student,Basic,299,5,11,6,0.55,8.1,11,26,N,0,Card,0,Y
